,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
51,,"Andi Ancha","2020-11-26 13:43:36",0,no,no,"Intel mana komparasinya apel ini wkwk. Belum lawan versi brutalnya prosesor pc intel",UC6uoaD49aWJwgiZtypkYwvQ,UgzDmC4Hv4pshDw58IN4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzDmC4Hv4pshDw58IN4AaABAg
52,,"riza hafizi","2020-11-26 13:58:12",0,no,no,"Bang, gimana pendapatnya mengenai lenovo 7i carbon? Tks",UCUlFhUqp2-f6m9mm7x1bWcg,Ugy7fth8LrFTF9qOEvd4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugy7fth8LrFTF9qOEvd4AaABAg
53,,"Limz Photography","2020-11-26 14:18:22",0,no,no,"Laptop rog yg bagus buat editing foto dan video tipe apa ya? Yg sudah 100% sRGB budget 20jt kbwah",UCgLGt9mnuwUO4UWrdEHx6Gw,UgwQTA25w1Vyw1EYmdZ4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwQTA25w1Vyw1EYmdZ4AaABAg
54,,"M. Rendy Azha Danish","2020-11-26 14:23:55",1,no,no,"Ini pembahasan Terobosan masa depan, Di mana Prosesor Komputer tidak Memakai kipas lagi, X86 (Intel,Amd) Arm (Snapdragon, Exynos,MediaTek dll) Tapi View dikit.

Laptop sekarang dengan prosesor Intel AMD pakai Kipas, kalo sudah ARM Chipset HP di pakai di laptop bakal hemat banget Batrai.",UCWz4gPwKz7FywQ2TuwcUkRA,Ugy9_4zA7B-p_DBrbXR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugy9_4zA7B-p_DBrbXR4AaABAg
55,,"Will Briggs","2020-11-26 14:32:30",2,no,no,"Bro mirip banget Udin Penyok dari Abdel Temon",UCL2NltJ0gj_gqhMAjRbpvrQ,Ugw-WfF7dMqeqMXpEA54AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugw-WfF7dMqeqMXpEA54AaABAg
56,,"athalla haryaputro","2020-11-26 15:51:11",0,no,no,"bang saya mau rakit pc
Intel core i5 10400f
Asrock B460 Phantom Gaming 4
Adata XPG SPECTRIX D41 RGB (2x8) 16GB 3000 mhz
Colorfull RTX 2060 6gb
cm mwe 650 white
Hardisk WD blue 2TB sata3 6.0GB/s
tecware nexus m

cocok gak ya",UCUotI5UNDMPSfPdt-eZN-OQ,UgzWOwJijrbJ6grqBDx4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzWOwJijrbJ6grqBDx4AaABAg
57,,"Jody Winner","2020-11-26 22:57:22",0,no,no,"Delay itu klo gaming. Cuma bagus gak bunyi kipas doang",UCchE-fHXDdQd160ds08DqKg,UgygWVIJRox0NayoqHx4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgygWVIJRox0NayoqHx4AaABAg
58,,Assembli,"2020-11-27 00:14:38",0,no,no,"intel ngembangin ""evo"" buat ngejar pasar low power high performance,",UCmyDihdHAT3oWYsKPhbLRGg,Ugy_J13m_YTdrHoK_oR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugy_J13m_YTdrHoK_oR4AaABAg
59,,Assembli,"2020-11-27 00:16:45",0,no,no,"ada yang review Blender di macbook M1 https://youtu.be/y04uPXDElt4",UCmyDihdHAT3oWYsKPhbLRGg,Ugwj2qtAsn7zHYrxuP54AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugwj2qtAsn7zHYrxuP54AaABAg
60,,"Pedrro Immanuel","2020-11-27 03:56:36",0,no,no,"Halo Bang 🙏🙏🙏 
Mohon bantuannya, 
Saya mau bertanya... Apakah saya dapat memakai sapphire +nitro RX 5500 XT dengan Core i3 9100f pada mobo AsRock B365m Phantom Gamming4.
Terima Kasih Sebelumnya 🙏🙏🙏",UCAJhzUOAu-LPvdRf4ZN6WUA,UgzYgO03M2GUIezEGoR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzYgO03M2GUIezEGoR4AaABAg
61,,"YouTuber tomlol","2020-11-27 08:19:47",0,no,no,"Apple m1 lebih cocok buat hp",UC0LCItErXfM4PiJtT8YBMMg,UgxyHh0EgHOQWryCeDx4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgxyHh0EgHOQWryCeDx4AaABAg
62,,"Arizal Pratama Tanu Andara","2020-11-27 17:20:33",1,no,no,"yogs mantap",UCR5HSP4LQ2qQx56ppOzgmPA,Ugy8Mg8EoMAvDUcCJXR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugy8Mg8EoMAvDUcCJXR4AaABAg
63,,"sony ony","2020-11-28 02:10:38",0,no,no,"1 kata 
Tamak 😆",UCkNLULVsuYdCvUJ3_MKsfuQ,UgzM0hVaeRtW86ZLMF14AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzM0hVaeRtW86ZLMF14AaABAg
64,,"Muhlis Abdi","2020-11-29 00:41:37",0,no,no,"Kayanya ke depan aplikasi jadi 1 dengan ipad.",UCuGxrK4CtOLTC0BJlVJZbSw,UgwgXvOi6dI4lFFnGZR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwgXvOi6dI4lFFnGZR4AaABAg
65,,"Adi Wirawan","2020-11-29 12:05:42",0,no,no,"Pada akhirnya pasar yg nentian masa depan M1, kalau angka penjualan nya impresif, developer pasti melihat ini sebagai ruang pasar yg menjanjikan.
Keunggulan nya di ekosistem pengguna Apple yg siap bayar, dan ga terlalu cari yg gratisan. Ditambah jaminan proteksi sistem yg lebih baik dari windows.
Menurut saya targetnya itu...",UCqmuQBw_T3k7Jkud3b9PThw,UgzuDWfe5FA39mNcxMd4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzuDWfe5FA39mNcxMd4AaABAg
66,,"Ichwanul Hakim","2020-11-29 22:35:11",0,no,no,"coba cek tesnya M1 chip di channelnya Created Labs bang, dia bener bener ngetest chipnya sampe limit",UCrIVIMGLUkhbnfbbeWwK3Pw,Ugw_zfWBzhpyQhCCVIN4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugw_zfWBzhpyQhCCVIN4AaABAg
67,,"gunawan gunawan santoso","2020-11-30 00:35:40",0,no,no,"bang subki.saya mau nanya kalau rakit PC Prosesor pakai i3 10100f terus motheboard versi H kalau sama sekali ga overclock Ram Jalan default.kira kira aman ga ya? VRM motherboardnya versi H aja apa harus versi B ? tolong bantu jawab gan.soalnya saya pernah liat video agan yang ngebahas pake motherboard low end tapi pakai ryzen 9 atau i9 .saya bingung gan,kalau i3 generasi 10 tapi pake H motherboard aman atau ga",UCWxBsv2hyemN8EOzqUn5-2w,UgxTD84HmtLyqEoVukR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgxTD84HmtLyqEoVukR4AaABAg
68,,"Story Mantul","2020-11-30 02:52:18",0,no,no,"Coba buat konten rakit pc subscriber Bang nanti viewnya banyak lgi",UC8U18g7y_618qHXL87QdpTA,UgzkwazY_UFk21dr2Z54AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzkwazY_UFk21dr2Z54AaABAg
69,,"Muhamad Mashudi Ardi Winata","2020-11-30 07:05:32",0,no,no,"Scroll² cari yg komen ""mending rakit procie""",UCMLtz57p6CXcbvK-cOqVFUQ,UgzppTY8zjlY1xaEcfN4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzppTY8zjlY1xaEcfN4AaABAg
70,,"Helmy HK","2020-11-30 07:59:29",0,no,no,"ARM adalah masa depan 😉",UCOjF_l0b7bGeMRVJSXMLKiA,UgwYsoJKpKodkbzBpzl4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwYsoJKpKodkbzBpzl4AaABAg
71,,"ALVIAN GARRA SANJAYA","2020-11-30 09:12:52",0,no,no,"lu tuh pilek,atau gimana ya gua ngerasa engap tiap lu hihiih
suara ngirung kaya nahan gimana sih kalo lagi flu pilek gitu 
resah hahah",UCZWsxcEooXyrdLmTIwlvRJQ,UgzuStZ6M9vdfKF02BF4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzuStZ6M9vdfKF02BF4AaABAg
72,,"Wing Sky","2020-11-30 13:41:50",4,no,no,"Jadi solusinya apakah harus nunggu M2 / M1X keluar taun depan dulu buat liat ekosistemnya udah mendukung.? Wkwk",UCY9L-HBhIginhf_y1QLoJZQ,Ugzna5hVIvbGP-OrK3t4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugzna5hVIvbGP-OrK3t4AaABAg
73,,"Ahsani Hafizhu","2020-12-01 03:43:58",0,no,no,"kalo buat scientific computing performanya gimana yak? misal mau compile code simulasi gitu (misal pake c++ atau python). apa lebih kenceng ya?",UCxWDY8IgbJrThVPohIiHahw,UgzeE9tDaZSCxjQStot4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzeE9tDaZSCxjQStot4AaABAg
74,,"Daud Reinhard","2020-12-01 12:26:12",0,no,no,"Rakit PC aja bang. Kalau ga’ bagaimana kalau kita rakit laptop?",UCj6sll0r5vrxTJdI0XAiDgQ,UgxpOrKidzDzmgV6lN94AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgxpOrKidzDzmgV6lN94AaABAg
75,,"Shadow Gamers","2020-12-01 22:53:35",0,no,no,"coba gk di lock costumisnya. syg kbnyakan apple di lock di ram/ssd tiap seri. pdhl gw suka bnget performanya krna apple lebih fokus gk kya windows.",UC--CbCiWcu3QhEg79eSps6A,UgwS_L7XPhid2cUpQOl4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwS_L7XPhid2cUpQOl4AaABAg
76,,"Yudha Prasetyo","2020-12-02 10:09:47",0,no,no,"Harusnya dengan processor yang dikembangkan sendiri, Apple bisa memangkas harga devicenya cukup lumayan. Tapi eksklusifitas iPhone itu yang ngeselin. Kita liat apakah M1 daya tahannya bisa lebih bagus daripada Intel atau AMD kalau di hajar terus2an.  Ya kalo gue sih ga yakin ya",UCYaeuHbeXf1qbWhnZF7PVYg,UgzcVqVquHoYd4G_3hR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzcVqVquHoYd4G_3hR4AaABAg
77,,"dwi martopo","2020-12-02 23:27:13",17,no,no,"Review nya udh bnyk, menang telak m1 nya, test adobe maupun game nya, RIP intel😭",UC8KTamfs-hQka3IuTILYI7Q,Ugy8CeZ_-gY9uf_v_iN4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugy8CeZ_-gY9uf_v_iN4AaABAg
78,,AvenaPros,"2020-12-03 09:36:35",0,no,no,"Adobe sih udah kerja sama, masih on-going proses development Adobe apps-nya di ARM. (Microsoft Office juga)
Dan dijanjiin emang masa transisi 2 tahun, ya 2022 lah baru kita bisa liat janji manisnya, berbuah atau busuk.",UCsW73Gz3Ea8yAgY7pezG8kw,Ugxz-mBaeh3LuC-OU9h4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugxz-mBaeh3LuC-OU9h4AaABAg
79,,"Aji Suseno","2020-12-04 15:49:32",0,no,no,"Tambahan info buat M1 :)

https://www.youtube.com/watch?v=OuF9weSkS68",UCOvPBWBrs_Qzd-1IoYgAVAg,Ugx2la5X1sn9dyJPKAZ4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugx2la5X1sn9dyJPKAZ4AaABAg
80,,"Akta Raharja","2020-12-05 13:27:08",0,no,no,"opini kurang riset",UCovF-pe6GzgORiDqzrHFpwA,UgymC_fJ5vLf8nAFlo94AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgymC_fJ5vLf8nAFlo94AaABAg
81,,"ridho muhammad","2020-12-06 01:24:57",0,no,no,"Next nya klo boleh bg lsg nyobain M1 bang, biar bener2 terbukti software2 yg menjadi issue...",UCAR-Xh_gJuubjBywWNwDsdA,UgxF6DSoK2hmUvvX2K14AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgxF6DSoK2hmUvvX2K14AaABAg
82,,"Jamil Aziz","2020-12-06 16:08:52",0,no,no,"langsung test donk kan jadi tau nga penasaran",UCB35Y-lwS5f_41cZVCmUivQ,Ugx66OQKO67AePUipMp4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugx66OQKO67AePUipMp4AaABAg
83,,fashaps,"2020-12-10 07:46:29",0,no,no,"entah kenapa ada panggilan buat beli macbook",UCsznzRD9egT1gmypK0cmnUA,Ugxm1Gq7G1_bFLjT1v54AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugxm1Gq7G1_bFLjT1v54AaABAg
84,,"Ikram Iriansyah","2020-12-19 02:18:35",0,no,no,"Laptop yg di pake bang Ilham merk Asus rog series apa?",UCN5X2BsDaAAP-xmYVi9ROYg,Ugy6T3fh-A41Ylnr8zZ4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugy6T3fh-A41Ylnr8zZ4AaABAg
85,,"Zulham Syahputra","2020-12-21 07:39:28",0,no,no,"selamat tinggal x86, selamat datang ARM...... good job apple!!!",UChJ6QmiMFgDZkd2LksLQOpw,UgwplVQWM-UkG_iUVoV4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwplVQWM-UkG_iUVoV4AaABAg
86,,"Tri Ariyanto","2021-01-05 08:29:49",0,no,no,luwih.com,UCatv9r9PnbcHyZ0B3KIIRaQ,Ugzt6GBLp6BU3AwxSxZ4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugzt6GBLp6BU3AwxSxZ4AaABAg
87,,"Say Hi","2021-01-09 03:19:21",0,no,no,"Jarang jarang gue ngeklik “like” di youtube yang kalo menurut gue gapenting, tapi kali ini ini emg the best bgt si gaperlu search search cape cape nyari differentnya, ilmu buat kedepannya bgt si👍🏻",UCB0bYjd_mMlU7Eu6XaLYEsA,UgytKqV0kag01q1acpp4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgytKqV0kag01q1acpp4AaABAg
88,,"Frya Syahriani Pahlevi","2021-01-10 00:38:53",0,no,no,"11:56 awkwkwkw",UCjI5eMgomNGD8WNbhHCTCRQ,UgxArX7BVkunlFJcJgF4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgxArX7BVkunlFJcJgF4AaABAg
89,,"naredho rizqi","2021-01-12 02:03:43",0,no,no,"Nunggu adobe punya native software untuk M1 baru upgrade tar. Gamau buru2 daripada kerjaan ngadat...",UC3XnHZ6whys62sg-E6_eRPg,Ugxkh2PB16m5XuQ83pV4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugxkh2PB16m5XuQ83pV4AaABAg
90,,"Rizky Setiawan","2021-01-14 11:15:43",0,no,no,"Manja banget mata gw",UCquICy8y3uDdVszZrTq7ghA,UgwB-VZ4OyAMKKWM3NV4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwB-VZ4OyAMKKWM3NV4AaABAg
91,,"Deva Markano","2021-01-16 13:55:08",0,no,no,"lubag idung bang..",UCpYqsJYVr7dCNCJqBVXlUXw,UgzcXl2LVNcCyT8dLi54AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzcXl2LVNcCyT8dLi54AaABAg
92,,"Mochamad Yasin","2021-01-22 09:40:50",0,no,no,"Jawaban dari pertanyaan 09.00 jawabannya sangat jauh dari harapan bro krn industri kreatif di ciptakan bukan untuk prosesor arm yg notabene prosesor risc.",UCrmpJe7_N7brQsznrtm54WA,UgzVnhFqyLiFQ6kJ5Dt4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzVnhFqyLiFQ6kJ5Dt4AaABAg
93,,Warganet,"2021-01-23 16:51:20",0,no,no,"Ngeliat gaya bisnisnya, mungkin Apple lebih ke arah build software saingan untuk optimal di M1",UCW4l-RbSf9Oenm298tETA9w,UgymEzUlAsPb95thR5x4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgymEzUlAsPb95thR5x4AaABAg
94,,"El San","2021-01-25 02:34:58",0,no,no,"Itu laptop ROG jenis apa ya yg nyala logonya?",UCbThnuPY-IhQQ3UtrP1JKpw,Ugztssns2MncFC0QZTJ4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugztssns2MncFC0QZTJ4AaABAg
95,,"Extraordinary Data","2021-02-10 14:53:28",0,no,no,"Yg macbook air nya rekomended ga s?",UCw2-gCQDrCU3rwilu2Pw6iw,UgxeysPXJpaQBZ3Pyxp4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgxeysPXJpaQBZ3Pyxp4AaABAg
96,,"Adhi Setiawan","2021-02-20 10:53:56",0,no,no,"M1 Gak bisa di crack adobe 😭",UCuwsZLkpw6vd_w6RVY8kwrA,Ugz4u3Mr6MVPnYHM6sJ4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugz4u3Mr6MVPnYHM6sJ4AaABAg
97,,Elbarto,"2021-03-05 11:10:57",1,no,no,"Ini orang ngomong gak tau bisnis, merasa sok paling tau banget teknologi.",UCr15oURU9NRx6W3qr2ootvg,UgzZIkfXvhRsxC7jEHR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgzZIkfXvhRsxC7jEHR4AaABAg
98,,"Yohanes Pasaribu","2021-03-06 05:26:34",0,no,no,"Nunggu Mac ARM yang udah optimal Thunderbolt-nya",UCrgiVOVMEK7yVCPuWyn9-gQ,Ugzc9h9Xv1VJ40eRMGt4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugzc9h9Xv1VJ40eRMGt4AaABAg
99,,"Ragil Yusuf Setiadi","2021-03-07 16:01:09",0,no,no,"Ditunggu review mac mini m1 mas bro",UCSW34KsYYycOd3fmhyB55fg,UgwAQyk9OsnxFQMEL7p4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=UgwAQyk9OsnxFQMEL7p4AaABAg
100,,"Reza Nugraha","2021-04-10 22:24:02",0,no,no,"Kalo sampe kejadian bisa nangis kaum2 mendang mending secara produk apple kan muahalnya gk ngotak",UCnCdnTXxo8pC7ohxcl4MLXg,Ugx0cRH3OaMyZ3Y8qQR4AaABAg,https://www.youtube.com/watch?v=EJ_Rm7a7tKc&lc=Ugx0cRH3OaMyZ3Y8qQR4AaABAg
